Order No,Time from Pickup to Arrival
Order_No_20488,2187
Order_No_9560,1082
Order_No_26678,2627
Order_No_20208,2657
Order_No_21879,2220
Order_No_9237,2175
Order_No_13651,1051
Order_No_5812,2438
Order_No_10902,1693
Order_No_6327,2099
Order_No_1435,1610
Order_No_21248,2642
Order_No_24214,1297
Order_No_22384,1557
Order_No_17635,2908
Order_No_8977,674
Order_No_8944,1367
Order_No_21206,1718
Order_No_24952,1871
Order_No_24037,931
Order_No_5344,792
Order_No_5735,259
Order_No_9938,1005
Order_No_9572,2416
Order_No_17057,1776
Order_No_2630,2147
Order_No_328,1775
Order_No_26349,1139
Order_No_119,1813
Order_No_25779,1265
Order_No_16033,1609
Order_No_16640,1561
Order_No_2440,1094
Order_No_1930,605
Order_No_26105,677
Order_No_20741,1738
Order_No_20896,1680
Order_No_11100,638
Order_No_28180,2158
Order_No_16083,1262
Order_No_8184,1199
Order_No_14011,1209
Order_No_22660,1488
Order_No_2501,1354
Order_No_23934,1719
Order_No_13179,864
Order_No_25191,962
Order_No_16381,1162
Order_No_15052,1071
Order_No_10144,1825
Order_No_4309,999
Order_No_3631,1310
Order_No_3102,594
Order_No_14330,1403
Order_No_8375,1005
Order_No_3804,1528
Order_No_13817,795
Order_No_73,827
Order_No_13329,504
Order_No_27514,2429
Order_No_15161,3115
Order_No_10310,2162
Order_No_10814,967
Order_No_21397,1295
Order_No_1033,662
Order_No_14857,1393
Order_No_5784,2227
Order_No_7041,1923
Order_No_976,863
Order_No_1323,1934
Order_No_24269,1016
Order_No_8145,587
Order_No_18898,993
Order_No_2353,1777
Order_No_20438,1394
Order_No_21318,356
Order_No_432,3170
Order_No_28265,1814
Order_No_17853,1235
Order_No_3888,1801
Order_No_19004,974
Order_No_3751,2023
Order_No_24072,1462
Order_No_6192,2671
Order_No_23991,1753
Order_No_9669,1873
Order_No_9159,1565
Order_No_3469,458
Order_No_8175,926
Order_No_19400,2209
Order_No_19301,998
Order_No_7079,2168
Order_No_6179,1658
Order_No_7898,1594
Order_No_8398,1518
Order_No_26262,1059
Order_No_11181,1770
Order_No_11359,1357
Order_No_27119,1572
Order_No_22979,751
Order_No_20357,957
Order_No_11599,1650
Order_No_27419,2215
Order_No_28027,1662
Order_No_9240,1316
Order_No_10621,2190
Order_No_9573,613
Order_No_16641,2020
Order_No_17532,2045
Order_No_27475,1621
Order_No_17860,653
Order_No_21510,1319
Order_No_20057,654
Order_No_5742,2903
Order_No_12926,968
Order_No_1100,1364
Order_No_16665,1288
Order_No_3239,342
Order_No_6527,2031
Order_No_27436,2660
Order_No_25724,1524
Order_No_18565,1547
Order_No_13991,1651
Order_No_10370,755
Order_No_20802,2128
Order_No_7216,1291
Order_No_20243,1186
Order_No_963,2122
Order_No_7077,1203
Order_No_15921,1544
Order_No_14182,2663
Order_No_2513,1760
Order_No_11162,1880
Order_No_10498,943
Order_No_27109,1789
Order_No_27510,2094
Order_No_28242,2158
Order_No_5402,1203
Order_No_16501,594
Order_No_25394,1853
Order_No_12173,1336
Order_No_3494,1220
Order_No_7796,1102
Order_No_14650,904
Order_No_14378,773
Order_No_9010,980
Order_No_6513,970
Order_No_5698,489
Order_No_17470,1347
Order_No_17935,1643
Order_No_14047,781
Order_No_6487,758
Order_No_13205,498
Order_No_12730,692
Order_No_23447,930
Order_No_21544,1975
Order_No_19834,431
Order_No_13595,1882
Order_No_10952,1628
Order_No_16061,1828
Order_No_11082,1126
Order_No_9973,1700
Order_No_24129,1479
Order_No_17456,766
Order_No_13130,1405
Order_No_17508,1061
Order_No_24719,991
Order_No_1122,1229
Order_No_13598,1500
Order_No_15418,2081
Order_No_12370,2186
Order_No_9588,1126
Order_No_15534,1562
Order_No_11299,2731
Order_No_17032,720
Order_No_2086,1595
Order_No_662,672
Order_No_18016,2926
Order_No_20168,2640
Order_No_24567,473
Order_No_6364,1474
Order_No_9163,1827
Order_No_21269,1413
Order_No_23463,974
Order_No_12415,1464
Order_No_19530,557
Order_No_15036,554
Order_No_8329,1721
Order_No_17871,681
Order_No_15812,2022
Order_No_1417,603
Order_No_557,1443
Order_No_2749,957
Order_No_11273,1514
Order_No_12502,1612
Order_No_16703,1427
Order_No_11533,1043
Order_No_17269,1252
Order_No_1906,1967
Order_No_24525,1462
Order_No_20167,1141
Order_No_10048,813
Order_No_19620,547
Order_No_28249,1558
Order_No_2180,1090
Order_No_11898,1258
Order_No_4533,1946
Order_No_3644,1033
Order_No_554,1943
Order_No_10375,1119
Order_No_20558,926
Order_No_2982,1553
Order_No_22670,1961
Order_No_24772,418
Order_No_20708,931
Order_No_10470,1948
Order_No_13917,1539
Order_No_25392,1053
Order_No_10153,1271
Order_No_16467,1382
Order_No_5539,944
Order_No_9069,2617
Order_No_4233,1004
Order_No_9977,1447
Order_No_8910,1949
Order_No_22925,2132
Order_No_3422,1597
Order_No_16377,1992
Order_No_4750,1038
Order_No_3565,3202
Order_No_10981,1175
Order_No_8065,1105
Order_No_27736,1183
Order_No_18818,1900
Order_No_24447,1438
Order_No_7565,849
Order_No_11098,1233
Order_No_16378,824
Order_No_22111,1651
Order_No_24813,2911
Order_No_18073,1636
Order_No_7393,2326
Order_No_3604,2459
Order_No_7722,1395
Order_No_6473,1080
Order_No_16328,1122
Order_No_6951,1187
Order_No_27115,2146
Order_No_4833,1406
Order_No_26220,1147
Order_No_19347,1255
Order_No_23754,1299
Order_No_26312,1045
Order_No_6258,208
Order_No_8187,1341
Order_No_24254,465
Order_No_23923,505
Order_No_18348,931
Order_No_6143,443
Order_No_11761,988
Order_No_25890,337
Order_No_12525,337
Order_No_17819,603
Order_No_7530,627
Order_No_3087,1022
Order_No_16681,245
Order_No_22705,859
Order_No_12330,903
Order_No_9936,753
Order_No_14792,377
Order_No_27480,1852
Order_No_12371,1482
Order_No_23841,540
Order_No_5723,792
Order_No_7107,2621
Order_No_8354,1249
Order_No_16616,819
Order_No_13299,1334
Order_No_9846,1155
Order_No_23302,2247
Order_No_21129,1902
Order_No_6218,2700
Order_No_19174,2427
Order_No_17504,1629
Order_No_13417,2706
Order_No_20985,1560
Order_No_8974,2367
Order_No_16102,2480
Order_No_18610,2544
Order_No_15240,1948
Order_No_8222,2345
Order_No_9716,2706
Order_No_2322,2271
Order_No_20909,2543
Order_No_21364,2231
Order_No_5142,1293
Order_No_24450,2549
Order_No_6650,2666
Order_No_5838,2205
Order_No_5507,1403
Order_No_14746,2043
Order_No_19695,2121
Order_No_16731,2006
Order_No_26896,1495
Order_No_19027,2654
Order_No_7476,1748
Order_No_7552,1140
Order_No_1197,3004
Order_No_24734,1719
Order_No_21567,1316
Order_No_20868,2349
Order_No_23886,1661
Order_No_20995,2080
Order_No_2832,1155
Order_No_18513,1040
Order_No_20644,2235
Order_No_15252,1882
Order_No_22288,1928
Order_No_28091,1024
Order_No_15758,968
Order_No_6985,1819
Order_No_19182,2141
Order_No_16029,1512
Order_No_7628,1436
Order_No_12870,2295
Order_No_5874,2837
Order_No_3122,2557
Order_No_14202,1940
Order_No_18634,2228
Order_No_17859,1133
Order_No_12989,2007
Order_No_11519,2010
Order_No_27804,929
Order_No_14750,2254
Order_No_27640,1033
Order_No_9577,1379
Order_No_25067,1879
Order_No_5630,1775
Order_No_1662,2534
Order_No_20854,1161
Order_No_10597,2210
Order_No_14406,2621
Order_No_3515,1584
Order_No_479,2050
Order_No_13506,1622
Order_No_8094,1766
Order_No_11527,820
Order_No_1560,1880
Order_No_27797,927
Order_No_28257,1686
Order_No_28126,1794
Order_No_8053,1329
Order_No_2916,327
Order_No_4016,1311
Order_No_1978,1038
Order_No_7551,835
Order_No_18878,2016
Order_No_17852,1471
Order_No_12724,2783
Order_No_5052,2772
Order_No_9638,1805
Order_No_18608,2693
Order_No_10943,2557
Order_No_19284,855
Order_No_19089,910
Order_No_18792,1110
Order_No_27785,2071
Order_No_6310,600
Order_No_3396,758
Order_No_13210,616
Order_No_27338,1727
Order_No_9449,2319
Order_No_9953,2653
Order_No_21319,1630
Order_No_6131,2027
Order_No_16248,2058
Order_No_25511,2196
Order_No_17581,1371
Order_No_15622,1912
Order_No_17371,2330
Order_No_3498,1417
Order_No_21353,1791
Order_No_15321,2303
Order_No_2430,1545
Order_No_12487,1482
Order_No_10610,956
Order_No_13632,1078
Order_No_14310,1978
Order_No_20219,1443
Order_No_24255,1437
Order_No_5688,1982
Order_No_2098,1161
Order_No_1638,1870
Order_No_5930,1482
Order_No_23690,1124
Order_No_39,1705
Order_No_4504,1618
Order_No_21781,834
Order_No_18092,1504
Order_No_22970,1349
Order_No_10140,811
Order_No_25566,1326
Order_No_10010,2035
Order_No_13320,1732
Order_No_25781,764
Order_No_11047,672
Order_No_19150,562
Order_No_13956,1104
Order_No_2795,2126
Order_No_9239,755
Order_No_25948,1353
Order_No_24195,522
Order_No_21625,1265
Order_No_27048,1537
Order_No_17009,1472
Order_No_25336,1502
Order_No_5171,2113
Order_No_15698,1685
Order_No_22233,1129
Order_No_26486,1968
Order_No_2207,2031
Order_No_25857,1995
Order_No_11783,1981
Order_No_24512,1892
Order_No_8030,1934
Order_No_12442,910
Order_No_16773,1304
Order_No_7245,1529
Order_No_22380,2087
Order_No_24611,1665
Order_No_11281,1531
Order_No_20685,2061
Order_No_25650,2659
Order_No_7279,1527
Order_No_21590,1738
Order_No_15175,2553
Order_No_2549,2023
Order_No_21355,1035
Order_No_13240,2447
Order_No_12289,2728
Order_No_13640,1887
Order_No_7348,1708
Order_No_10368,2231
Order_No_6499,1825
Order_No_16129,1841
Order_No_4700,1769
Order_No_11499,1277
Order_No_14316,1952
Order_No_19729,1437
Order_No_2709,2357
Order_No_2587,1629
Order_No_14584,1692
Order_No_5775,1399
Order_No_5957,1597
Order_No_13108,2254
Order_No_8952,2591
Order_No_25039,1156
Order_No_28178,1476
Order_No_9911,1813
Order_No_14887,1179
Order_No_25164,1487
Order_No_643,1168
Order_No_25036,1154
Order_No_23513,1704
Order_No_9998,1453
Order_No_20542,1437
Order_No_17096,1715
Order_No_6667,2261
Order_No_3386,2016
Order_No_7801,1526
Order_No_13317,1476
Order_No_27525,2235
Order_No_28039,2448
Order_No_27356,925
Order_No_19531,1877
Order_No_17221,1617
Order_No_14666,855
Order_No_2529,1293
Order_No_8108,1085
Order_No_22718,1944
Order_No_23815,1971
Order_No_355,436
Order_No_5502,1016
Order_No_2279,901
Order_No_14760,1351
Order_No_16284,1710
Order_No_24054,586
Order_No_6308,1208
Order_No_18471,2764
Order_No_16885,1832
Order_No_6235,1393
Order_No_21139,1066
Order_No_8441,2116
Order_No_20358,2464
Order_No_22958,1240
Order_No_9958,2099
Order_No_186,1050
Order_No_18335,1327
Order_No_8294,2176
Order_No_14984,1587
Order_No_12808,1263
Order_No_16613,541
Order_No_5967,1298
Order_No_13061,371
Order_No_510,1332
Order_No_11737,1559
Order_No_9065,1794
Order_No_14733,1540
Order_No_23792,1034
Order_No_19970,1550
Order_No_5732,832
Order_No_16861,1518
Order_No_548,1054
Order_No_3614,1553
Order_No_14685,1624
Order_No_14852,1602
Order_No_5906,1644
Order_No_8086,2213
Order_No_20426,1683
Order_No_15713,1922
Order_No_5421,1814
Order_No_21090,1703
Order_No_10249,2442
Order_No_23243,1537
Order_No_3973,2073
Order_No_18105,2016
Order_No_18247,1807
Order_No_5518,2179
Order_No_14326,1003
Order_No_11696,2498
Order_No_25233,2023
Order_No_21758,1773
Order_No_13807,2598
Order_No_9504,624
Order_No_19952,1129
Order_No_5945,2015
Order_No_21884,2002
Order_No_23875,2056
Order_No_17475,2354
Order_No_11831,1058
Order_No_14853,1428
Order_No_8626,1320
Order_No_11618,1411
Order_No_6579,2395
Order_No_4411,1331
Order_No_13952,1286
Order_No_20612,1954
Order_No_14554,1469
Order_No_23765,2608
Order_No_15377,1475
Order_No_484,1101
Order_No_20145,891
Order_No_15587,1051
Order_No_1391,1318
Order_No_21529,1670
Order_No_12180,1084
Order_No_26836,1403
Order_No_20602,1956
Order_No_28137,1294
Order_No_7831,682
Order_No_10415,1366
Order_No_18209,1036
Order_No_1785,1863
Order_No_26356,1792
Order_No_22626,2642
Order_No_20408,1745
Order_No_1291,2009
Order_No_3872,2179
Order_No_7811,1604
Order_No_1688,1384
Order_No_10749,1483
Order_No_8606,470
Order_No_21045,1380
Order_No_24642,708
Order_No_19658,451
Order_No_11143,1473
Order_No_20174,1440
Order_No_11271,1545
Order_No_21619,2138
Order_No_12882,1966
Order_No_13707,3048
Order_No_27870,1779
Order_No_27175,979
Order_No_23193,3102
Order_No_26792,981
Order_No_8477,2269
Order_No_5644,1961
Order_No_17568,1011
Order_No_24791,1923
Order_No_8516,1979
Order_No_14352,3621
Order_No_21115,632
Order_No_14295,1263
Order_No_4241,573
Order_No_6537,708
Order_No_5745,2220
Order_No_7814,2495
Order_No_17036,1254
Order_No_7550,1797
Order_No_8541,2489
Order_No_17107,1233
Order_No_15533,1105
Order_No_24471,1414
Order_No_22059,1977
Order_No_13682,1099
Order_No_16304,1786
Order_No_15971,603
Order_No_13816,2351
Order_No_1299,587
Order_No_16591,394
Order_No_14301,1290
Order_No_11796,2104
Order_No_1496,546
Order_No_15046,1728
Order_No_14012,1797
Order_No_24632,1154
Order_No_15371,1322
Order_No_26341,2160
Order_No_22604,1643
Order_No_6864,1153
Order_No_4975,1619
Order_No_24591,1247
Order_No_25549,1621
Order_No_18512,1484
Order_No_26563,1663
Order_No_25165,2443
Order_No_15832,2370
Order_No_24376,1920
Order_No_20678,1866
Order_No_10522,1014
Order_No_22205,1018
Order_No_10745,2033
Order_No_19717,2530
Order_No_23942,1324
Order_No_5473,1245
Order_No_26248,1398
Order_No_5324,1736
Order_No_26892,476
Order_No_6840,1766
Order_No_26156,2069
Order_No_9183,1650
Order_No_20185,932
Order_No_8896,835
Order_No_5444,2542
Order_No_9975,1527
Order_No_19711,1124
Order_No_5148,1521
Order_No_22964,2424
Order_No_26674,638
Order_No_20033,1749
Order_No_17258,1800
Order_No_23885,1597
Order_No_9908,778
Order_No_10017,1589
Order_No_3652,1440
Order_No_6052,2343
Order_No_19139,1540
Order_No_4240,2317
Order_No_14479,1710
Order_No_26236,1549
Order_No_18468,1810
Order_No_10170,1722
Order_No_27719,1637
Order_No_21645,1440
Order_No_21459,1382
Order_No_22807,1803
Order_No_10608,1451
Order_No_26682,1186
Order_No_9246,1797
Order_No_26933,2099
Order_No_20284,1520
Order_No_16582,2736
Order_No_18020,2452
Order_No_11578,1147
Order_No_2623,2286
Order_No_19145,2305
Order_No_19497,1541
Order_No_17066,2241
Order_No_7934,1484
Order_No_27076,2961
Order_No_18743,2372
Order_No_27790,2363
Order_No_25259,2223
Order_No_3411,736
Order_No_14195,1474
Order_No_4723,697
Order_No_15357,848
Order_No_8096,1984
Order_No_3358,1712
Order_No_24929,1938
Order_No_3328,1459
Order_No_8953,2783
Order_No_21906,1513
Order_No_12892,704
Order_No_27330,1778
Order_No_13690,1466
Order_No_7152,782
Order_No_10494,1745
Order_No_18970,1118
Order_No_7099,951
Order_No_16952,1847
Order_No_11812,1213
Order_No_8455,611
Order_No_15409,3254
Order_No_15834,1524
Order_No_19785,1574
Order_No_16639,1369
Order_No_17577,1656
Order_No_3532,586
Order_No_10653,1412
Order_No_20217,2346
Order_No_17673,2188
Order_No_12274,2047
Order_No_19901,1849
Order_No_9030,1537
Order_No_25892,2452
Order_No_19383,1792
Order_No_3682,2607
Order_No_18661,1368
Order_No_21675,921
Order_No_6163,2052
Order_No_23160,1597
Order_No_20045,2193
Order_No_676,849
Order_No_21541,1923
Order_No_25783,2635
Order_No_19780,2485
Order_No_23340,2092
Order_No_19305,1447
Order_No_7311,1264
Order_No_801,835
Order_No_12769,1113
Order_No_9896,1662
Order_No_23391,1911
Order_No_25574,2115
Order_No_19657,1018
Order_No_11883,1565
Order_No_27534,1467
Order_No_20797,1477
Order_No_1606,2197
Order_No_23082,1992
Order_No_6198,1618
Order_No_13152,641
Order_No_13090,1232
Order_No_287,1752
Order_No_3821,1488
Order_No_11601,2255
Order_No_4654,1254
Order_No_15157,1483
Order_No_1399,3127
Order_No_20313,1506
Order_No_26573,1453
Order_No_26734,1456
Order_No_23536,2211
Order_No_18602,1962
Order_No_540,1307
Order_No_18916,1822
Order_No_18810,902
Order_No_9462,1928
Order_No_23237,1364
Order_No_9095,1585
Order_No_867,1161
Order_No_13162,1694
Order_No_12632,2153
Order_No_20015,1426
Order_No_15775,1784
Order_No_5074,2171
Order_No_1536,898
Order_No_19943,2290
Order_No_6287,1588
Order_No_17352,984
Order_No_5750,1623
Order_No_24437,1416
Order_No_24827,1587
Order_No_18938,1135
Order_No_24280,1259
Order_No_7115,859
Order_No_4908,1121
Order_No_27777,1398
Order_No_19158,1501
Order_No_7585,2558
Order_No_19450,1527
Order_No_9747,1272
Order_No_5799,1592
Order_No_28260,916
Order_No_12246,913
Order_No_25826,735
Order_No_4691,1882
Order_No_13884,1929
Order_No_10325,1028
Order_No_8100,1742
Order_No_17465,942
Order_No_2367,1717
Order_No_21080,1248
Order_No_6990,1553
Order_No_2240,1860
Order_No_5905,1562
Order_No_18566,1361
Order_No_14488,1137
Order_No_14987,952
Order_No_21799,1336
Order_No_27786,1354
Order_No_806,1508
Order_No_308,611
Order_No_6112,2463
Order_No_9994,1350
Order_No_15076,746
Order_No_4192,1151
Order_No_8405,683
Order_No_1820,2244
Order_No_1078,1344
Order_No_7786,879
Order_No_23124,1039
Order_No_10293,3677
Order_No_3277,647
Order_No_22505,885
Order_No_13889,1305
Order_No_9880,984
Order_No_14734,935
Order_No_9620,1294
Order_No_24340,979
Order_No_13879,2053
Order_No_13809,1297
Order_No_28064,1227
Order_No_19686,2716
Order_No_16049,554
Order_No_15069,1137
Order_No_28224,1241
Order_No_18668,1252
Order_No_27246,1688
Order_No_16100,2091
Order_No_9345,491
Order_No_1612,1601
Order_No_13180,1409
Order_No_6184,1203
Order_No_24302,1066
Order_No_22523,2043
Order_No_25840,1284
Order_No_6408,1128
Order_No_8191,1523
Order_No_26783,1247
Order_No_5718,1003
Order_No_23973,980
Order_No_469,650
Order_No_9793,1544
Order_No_4600,1324
Order_No_21556,2069
Order_No_14209,834
Order_No_7589,914
Order_No_16570,649
Order_No_1938,1750
Order_No_24724,1845
Order_No_8499,2124
Order_No_22857,1585
Order_No_24545,1415
Order_No_20627,1485
Order_No_5374,2475
Order_No_16583,1884
Order_No_3013,833
Order_No_15897,1297
Order_No_6242,1329
Order_No_10795,1331
Order_No_11326,1439
Order_No_8849,2014
Order_No_4578,613
Order_No_1794,1652
Order_No_16566,1487
Order_No_13328,1127
Order_No_9835,1327
Order_No_9020,2290
Order_No_1081,2155
Order_No_18330,1773
Order_No_15697,1657
Order_No_20310,846
Order_No_21133,1010
Order_No_11500,1912
Order_No_27395,651
Order_No_1326,1878
Order_No_26979,906
Order_No_20718,1993
Order_No_26454,1739
Order_No_19909,1662
Order_No_155,1685
Order_No_18346,693
Order_No_12219,1923
Order_No_8151,1843
Order_No_17193,1789
Order_No_26380,1529
Order_No_21450,2519
Order_No_17200,2087
